On iwillvote.com?,Form complete?,Muni,LocationType,AbsenteeLocation,Address,FromDate,ToDate,edm_DayofWeek,DayOfWeek,StartTime,EndTime,AdditionalInstructions
,,TOWN OF BIG FALLS - RUSK COUNTY,By Clerk Appointment,Clerk's Home,"N7910 FEDYN RD, LADYSMITH, WI 54848-9778",10/20/2020,10/30/2020,NULL,,NULL,NULL,Call to schedule appointment.
,,TOWN OF BIRCH - LINCOLN COUNTY,By Clerk Appointment,Town of Birch Town Hall,"W4762 COUNTY ROAD H, IRMA, WI 54442",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,6:00 PM,By Clerk Appointment
,,TOWN OF BIRCH CREEK - CHIPPEWA COUNTY,In-Person Absentee Voting Site,Town Hall,"26755 240TH ST, HOLCOMBE, WI 54745",10/20/2020,10/30/2020,NULL,,NULL,NULL,Please contact clerk for an appointment between the hours of 8 a.m. and 7 p.m. - Robin Stender - 715-595-4996
,,TOWN OF BIRCHWOOD - WASHBURN COUNTY,By Clerk Appointment,By Appointment Voting,"N1549 COUNTY ROAD T, BIRCHWOOD, WI 54817-9116",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,TOWN OF BIRCHWOOD - WASHBURN COUNTY,In-Person Absentee Voting Site,Town Hall,"N1549 COUNTY ROAD T, BIRCHWOOD, WI 54817-9116",10/20/2020,10/29/2020,"[-1,757580001,757580003,-1]","Tuesday,Thursday",10:00 AM,1:00 PM,
,,TOWN OF BIRNAMWOOD - SHAWANO COUNTY,By Clerk Appointment,Appointment Only,"463 STATE RD, BIRNAMWOOD, WI 54414-9268",10/20/2020,10/30/2020,"[-1,757580007,-1]",All Days,2:00 PM,4:30 PM,
,,TOWN OF BLACK CREEK - OUTAGAMIE COUNTY,By Clerk Appointment,In Person Voting,"N6051 TWELVE CORNERS RD, BLACK CREEK, WI 54106",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,757580005,757580006,757580007,757580008,757580009,-1]",All Days,All Day,All Day,
,,TOWN OF BLACKWELL - FOREST COUNTY,By Clerk Appointment,Appointment Only,"4018 COUNTY ROAD H, LAONA, WI 54541-9292",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,5:00 PM,
,,TOWN OF BLANCHARD - LAFAYETTE COUNTY,In-Person Absentee Voting Site,Town Hall,"207 PINE ST, BLANCHARDVILLE, WI 53716",10/30/2020,10/30/2020,"[-1,757580004,-1]",Friday,10:00 AM,12:00 PM,
,,TOWN OF BLANCHARD - LAFAYETTE COUNTY,By Clerk Appointment,Town Hall,"207 PINE ST, BLANCHARDVILLE, WI 53716",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,TOWN OF BLOOMFIELD - WALWORTH COUNTY,In-Person Absentee Voting Site,Bloomfield Town Hall,"N1100 TOWN HALL RD, GENOA CITY, WI 53128",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,4:00 PM,
,,TOWN OF BLOOMFIELD - WAUSHARA COUNTY,By Clerk Appointment,Appointment Only Voting,"N5382 36TH DR, FREMONT, WI 54940-8626",10/20/2020,10/31/2020,NULL,,NULL,NULL,By appointment only
,,TOWN OF BLOOMINGTON - GRANT COUNTY,In-Person Absentee Voting Site,Town Hall,"534 STATE HIGHWAY 35, BLOOMINGTON, WI 53804-9796",10/20/2020,11/1/2020,NULL,,NULL,NULL,In Person voting by appointment only
,,TOWN OF BONE LAKE - POLK COUNTY,By Clerk Appointment,In-person absentee drop-off,"954 280TH AVE, FREDERIC, WI 54837-5002",10/20/2020,11/1/2020,NULL,,NULL,NULL,October 20 - 23 - 8:30 -5:00  October 26 -November 1 - 8:30 -5:00. Witnessing available
,,TOWN OF BOVINA - OUTAGAMIE COUNTY,By Clerk Appointment,Bovina Town Hall,"N5289 REXFORD RD, SHIOCTON, WI 54170-9022",10/20/2020,10/31/2020,NULL,,NULL,NULL,Call 920-986-3289 for appointment for in-person voting or ballot drop off.  Hours 4:30 pm - 7 pm weekdays and 9 am - 1 pm weekends
,,TOWN OF BRADFORD - ROCK COUNTY,By Clerk Appointment,Clerk's Office,"11100 E COUNTY ROAD MM, AVALON, WI 53505-9752",10/20/2020,10/30/2020,"[-1,757580008,757580009,-1]",Weekdays,All Day,All Day,None
,,TOWN OF BRADLEY - LINCOLN COUNTY,In-Person Absentee Voting Site,Bradley Town Hall,"1518 W MOHAWK DR, TOMAHAWK, WI 54487-2213",10/20/2020,10/29/2020,"[-1,757580000,-1]",Monday,8:00 AM,4:00 PM,
,,TOWN OF BRADLEY - LINCOLN COUNTY,In-Person Absentee Voting Site,Bradley Town Hall,"1518 W MOHAWK DR, TOMAHAWK, WI 54487-2213",10/20/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,12:30 PM,
,,TOWN OF BRADLEY - LINCOLN COUNTY,In-Person Absentee Voting Site,Bradley Town Hall,"1518 W MOHAWK DR, TOMAHAWK, WI 54487-2213",10/20/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,12:30 PM,
,,TOWN OF BRADLEY - LINCOLN COUNTY,In-Person Absentee Voting Site,Bradley Town Hall,"1518 W MOHAWK DR, TOMAHAWK, WI 54487-2213",10/20/2020,10/29/2020,"[-1,757580003,-1]",Thursday,8:00 AM,12:30 PM,
,,TOWN OF BRIDGE CREEK - EAU CLAIRE COUNTY,By Clerk Appointment,Clerk's Home,"E18650 NEHRING RD, AUGUSTA, WI 54722-7552",10/20/2020,10/30/2020,"[-1,757580001,757580002,757580003,757580004,-1]","Tuesday,Wednesday,Thursday,Friday",12:00 PM,5:00 PM,"Also Monday, October 26, 2020 12:00 PM - 5:00 PM"
,,TOWN OF BRIDGEPORT - CRAWFORD COUNTY,By Clerk Appointment,Appointment Only,"38626 TROY DR, PRAIRIE DU CHIEN, WI 53821-8447",10/20/2020,11/1/2020,NULL,,NULL,NULL,Witnessing available at this location.  Remain in vehicle and ballot will be brought to you.  Reminder to bring a photo ID
,,TOWN OF BRIGHAM - IOWA COUNTY,In-Person Absentee Voting Site,Barneveld-Brigham Municipal Building,"407 COUNTY ROAD ID, BARNEVELD, WI 53507",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,5:00 PM,Appointments are encouraged.
,,TOWN OF BRIGHAM - IOWA COUNTY,In-Person Absentee Voting Site,Barneveld-Brigham Municipal Building,"407 COUNTY ROAD ID, BARNEVELD, WI 53507",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,NULL,NULL,Appointments are encouraged.
,,TOWN OF BRIGHAM - IOWA COUNTY,By Clerk Appointment,Barneveld-Brigham Municipal Building,"407 COUNTY ROAD ID, BARNEVELD, WI 53507",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,5:00 PM,Appointments are encouraged.
,,TOWN OF BRIGHAM - IOWA COUNTY,By Clerk Appointment,Barneveld-Brigham Municipal Building,"407 COUNTY ROAD ID, BARNEVELD, WI 53507",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,NULL,NULL,Appointments are encouraged.
,,TOWN OF BRIGHTON - KENOSHA COUNTY,In-Person Absentee Voting Site,Brighton Town Hall,"25000 BURLINGTON RD, KANSASVILLE, WI 53139-9604",10/21/2020,10/30/2020,"[-1,757580000,757580002,-1]","Monday,Wednesday",12:00 PM,5:00 PM,"Friday, October 30th from 1 p.m. to 5 p.m. by appointment."
,,TOWN OF BRIGHTON - KENOSHA COUNTY,In-Person Absentee Voting Site,Brighton Town Hall,"25000 BURLINGTON RD, KANSASVILLE, WI 53139-9604",10/21/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,1:00 PM,"Friday, October 30th from 1 p.m. to 5 p.m. by appointment."
,,TOWN OF BRIGHTON - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"210433 STATE HIGHWAY 13, SPENCER, WI 54479",10/20/2020,11/1/2020,NULL,,NULL,NULL,Call for Appointment:  715-659-5181. Witnessing available
,,TOWN OF BRILLION - CALUMET COUNTY,By Clerk Appointment,Town of Brillion Municipal Building,"N8892 RANDOLPH ST, FOREST JUNCTION, WI 54123",10/20/2020,10/30/2020,NULL,,NULL,NULL,Voter Registration October 20-October 30th. By appointment only Tuesday-Friday 9:00 am - 3:00 pm. To set up an appointment email clerk@townofbrillion.com or call 756-5363. Proof of Residence is required to register to vote. In-person absentee voting/early voting can be completed after you have registered to vote.  Photo ID is required to absentee vote.
,,TOWN OF BRILLION - CALUMET COUNTY,In-Person Absentee Voting Site,Town of Brillion Municipal Building,"N8892 RANDOLPH ST, FOREST JUNCTION, WI 54123",10/20/2020,10/30/2020,NULL,,NULL,NULL,"In-Person Absentee Voting/Early Voting is October 20-October 30th at the Town of Brillion Municipal Building, N8892 Randolph Street, Forest Junction. By appointment only Tuesday-Friday 9:00 am - 3:00 pm. To set up an appointment to absentee vote in-person email clerk@townofbrillion.com or call 756-5363. Photo ID is required to absentee vote. "
,,TOWN OF BROOKLYN - GREEN COUNTY,In-Person Absentee Voting Site,Brooklyn Town Hall,"400 W MAIN ST, BROOKLYN, WI 53521-9759",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,1:00 PM,4:00 PM,Available other days and times when Voting Sign at curb
,,TOWN OF BROOKLYN - WASHBURN COUNTY,In-Person Absentee Voting Site,Town Hall,"N9689 BIRCHWOOD DR, TREGO, WI 54888",10/20/2020,10/30/2020,NULL,,NULL,NULL,Please call to make appointment.  This will ensure availability of clerk and provide proper social distancing.
,,TOWN OF BROTHERTOWN - CALUMET COUNTY,By Clerk Appointment,Town of Brothertown Town Hall,"W3880 SAINT CHARLES RD, CHILTON, WI 53014-9679",10/20/2020,11/1/2020,NULL,,NULL,NULL,"Email is best way to schedule appointment:  townofbrothertown@gmail.com.  Other option is to text or call (920) 418-0949.  Thank you!  LeAnne Karls, Town Clerk"
,,TOWN OF BRULE - DOUGLAS COUNTY,By Clerk Appointment,Brule Town Hall,"5814 S MAPLE ST, BRULE, WI 54820",10/20/2020,11/1/2020,NULL,,NULL,NULL,"Hours by appointment, contact clerk at 218-591-0693.  Deadline for Sunday 11/1/20 is 5pm."
,,TOWN OF BRUNSWICK - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Brunswick Town Hall,"W5485 COUNTY ROAD Z, EAU CLAIRE, WI 54701-8680",10/21/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,9:00 AM,11:00 AM,"Dates & Times are: Wednesday, October 21, 2020 9:00 AM - 11:00 AM, Monday, October 26, 2020 5:00 PM - 7:00 PM & Friday, October 30, 2020 3:00 PM - 5:00 PM"
,,TOWN OF BRUNSWICK - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Brunswick Town Hall,"W5485 COUNTY ROAD Z, EAU CLAIRE, WI 54701-8680",10/21/2020,10/30/2020,"[-1,757580000,-1]",Monday,5:00 PM,7:00 PM,"Dates & Times are: Wednesday, October 21, 2020 9:00 AM - 11:00 AM, Monday, October 26, 2020 5:00 PM - 7:00 PM & Friday, October 30, 2020 3:00 PM - 5:00 PM"
,,TOWN OF BRUNSWICK - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Brunswick Town Hall,"W5485 COUNTY ROAD Z, EAU CLAIRE, WI 54701-8680",10/21/2020,10/30/2020,"[-1,757580004,-1]",Friday,3:00 PM,5:00 PM,"Dates & Times are: Wednesday, October 21, 2020 9:00 AM - 11:00 AM, Monday, October 26, 2020 5:00 PM - 7:00 PM & Friday, October 30, 2020 3:00 PM - 5:00 PM"
,,TOWN OF BRUSSELS - DOOR COUNTY,By Clerk Appointment,Absentee voting site,"8674 COUNTY ROAD H, STURGEON BAY, WI 54235-9243",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,4:00 PM,
,,TOWN OF BUCHANAN - OUTAGAMIE COUNTY,In-Person Absentee Voting Site,Town of Buchanan Town Hall,"N178 COUNTY RD N, APPLETON, WI 54915-9459",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",7:00 AM,4:00 PM,
,,TOWN OF BUCHANAN - OUTAGAMIE COUNTY,In-Person Absentee Voting Site,Town of Buchanan Town Hall,"N178 COUNTY RD N, APPLETON, WI 54915-9459",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,7:00 AM,12:00 PM,
,,TOWN OF BUENA VISTA - PORTAGE COUNTY,In-Person Absentee Voting Site,Buena Vista Town Hall,"6684 COUNTY RD BB, BANCROFT, WI 54921",10/24/2020,10/24/2020,"[-1,757580005,-1]",Saturday,10:00 AM,11:00 AM,
,,TOWN OF BUENA VISTA - PORTAGE COUNTY,In-Person Absentee Voting Site,Buena Vista Town Hall,"6684 COUNTY RD BB, BANCROFT, WI 54921",10/30/2020,10/30/2020,"[-1,757580004,-1]",Friday,1:00 PM,2:00 PM,
,,TOWN OF BUFFALO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Buffalo Town Hall,"W3205 COUNTY ROAD O, MONTELLO, WI 53949-9075",10/20/2020,10/31/2020,"[-1,757580004,-1]",Friday,5:00 PM,7:00 PM,Friday Oct.23 from 5:00-7:00PM      Saturday Oct.24 from 10:00 AM-1:00PM     Saturday Oct.31 from Noon-4:00PM Call for appointment and instructions.  Please leave a message if no answer.      920-394-3962
,,TOWN OF BUFFALO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Buffalo Town Hall,"W3205 COUNTY ROAD O, MONTELLO, WI 53949-9075",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,10:00 AM,1:00 PM,Friday Oct.23 from 5:00-7:00PM      Saturday Oct.24 from 10:00 AM-1:00PM     Saturday Oct.31 from Noon-4:00PM Call for appointment and instructions.  Please leave a message if no answer.      920-394-3962
,,TOWN OF BUFFALO - MARQUETTE COUNTY,In-Person Absentee Voting Site,Buffalo Town Hall,"W3205 COUNTY ROAD O, MONTELLO, WI 53949-9075",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,12:00 PM,4:00 PM,Friday Oct.23 from 5:00-7:00PM      Saturday Oct.24 from 10:00 AM-1:00PM     Saturday Oct.31 from Noon-4:00PM Call for appointment and instructions.  Please leave a message if no answer.      920-394-3962
,,TOWN OF BURLINGTON - RACINE COUNTY,In-Person Absentee Voting Site,Town Hall,"32288 BUSHNELL RD, BURLINGTON, WI 53105-9426",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,
,,TOWN OF BURLINGTON - RACINE COUNTY,In-Person Absentee Voting Site,Town Hall,"32288 BUSHNELL RD, BURLINGTON, WI 53105-9426",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,9:00 AM,12:00 PM,
,,TOWN OF BURNETT - DODGE COUNTY,By Clerk Appointment,Chris Merke's Office,"W6273 PARK DR, BURNETT, WI 53922-9608",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,5:00 PM,By Appointment 920-210-7892
,,TOWN OF BURNS - LA CROSSE COUNTY,By Clerk Appointment,Burns Town Hall,"W1313 JEWETT RD, BANGOR, WI 54614",10/20/2020,10/30/2020,NULL,,NULL,NULL,By Appointment or reference the posted Type E Notice: Voting by Absentee Ballot
,,TOWN OF BURNSIDE - TREMPEALEAU COUNTY,By Clerk Appointment,Appointment Only Voting,"W24152 STARWOOD LN, INDEPENDENCE, WI 54747",10/20/2020,10/31/2020,NULL,,NULL,NULL,"By appointment, time varies. "
,,TOWN OF BURNSIDE - TREMPEALEAU COUNTY,In-Person Absentee Voting Site,Town of Burnside Hall,"W24152 STARWOOD LN, INDEPENDENCE, WI 54747",10/24/2020,10/31/2020,"[-1,757580005,-1]",Saturday,10:00 AM,12:00 PM,
,,TOWN OF BUTLER - CLARK COUNTY,By Clerk Appointment,By Appointment Voting,"W9915 COUNTY ROAD MM, THORP, WI 54771-8106",10/20/2020,10/30/2020,NULL,,NULL,NULL,By Appointment Monday - Friday.
,,TOWN OF CABLE - BAYFIELD COUNTY,In-Person Absentee Voting Site,Cable Town Office,"43395 RANDYSEK RD, CABLE, WI 54821-4589",10/20/2020,10/31/2020,"[-1,757580001,-1]",Tuesday,10:00 AM,2:00 PM,"Additional times on Monday October 26th (2PM-6PM), Friday October 30th (2pm-5pm) and Saturday October 31st (10AM-2PM)."
,,TOWN OF CABLE - BAYFIELD COUNTY,In-Person Absentee Voting Site,Cable Town Office,"43395 RANDYSEK RD, CABLE, WI 54821-4589",10/20/2020,10/31/2020,"[-1,757580002,-1]",Wednesday,2:00 PM,5:00 PM,"Additional times on Monday October 26th (2PM-6PM), Friday October 30th (2pm-5pm) and Saturday October 31st (10AM-2PM)."
,,TOWN OF CABLE - BAYFIELD COUNTY,In-Person Absentee Voting Site,Cable Town Office,"43395 RANDYSEK RD, CABLE, WI 54821-4589",10/20/2020,10/31/2020,"[-1,757580003,-1]",Thursday,10:00 AM,2:00 PM,"Additional times on Monday October 26th (2PM-6PM), Friday October 30th (2pm-5pm) and Saturday October 31st (10AM-2PM)."
,,TOWN OF CADIZ - GREEN COUNTY,By Clerk Appointment,Cadiz Town Hall,"W8445 COUNTY ROAD B, BROWNTOWN, WI 53522",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,757580005,757580006,757580007,757580008,757580009,-1]",All Days,10:00 AM,8:00 PM,
,,TOWN OF CADIZ - GREEN COUNTY,In-Person Absentee Voting Site,Cadiz Town Hall,"W8445 COUNTY ROAD B, BROWNTOWN, WI 53522",10/21/2020,10/31/2020,"[-1,757580002,757580005,-1]","Wednesday,Saturday",10:00 AM,4:00 PM,
,,TOWN OF CALAMUS - DODGE COUNTY,By Clerk Appointment,Appointment Only,"W10897 VAN BUREN RD, COLUMBUS, WI 53925-8989",10/20/2020,11/1/2020,"[-1,757580005,757580008,-1]",Weekdays,8:30 AM,3:30 PM,
,,TOWN OF CALEDONIA - COLUMBIA COUNTY,In-Person Absentee Voting Site,Caledonia Town Hall,"N5479 BEICH RD, PORTAGE, WI 53901-9698",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",9:00 AM,6:00 PM,Weekend in-person voting available by appointment only. Please call Clerk.
,,TOWN OF CAMERON - WOOD COUNTY,In-Person Absentee Voting Site,Clerk's Office,"9548 COUNTY ROAD BB, MARSHFIELD, WI 54449",10/20/2020,10/20/2020,"[-1,757580001,-1]",Tuesday,4:00 PM,6:00 PM,
,,TOWN OF CAMERON - WOOD COUNTY,In-Person Absentee Voting Site,Clerk's Office,"9548 COUNTY ROAD BB, MARSHFIELD, WI 54449",10/27/2020,10/27/2020,"[-1,757580001,-1]",Tuesday,4:00 PM,6:00 PM,
,,TOWN OF CAMERON - WOOD COUNTY,By Clerk Appointment,Clerk's Office,"9548 COUNTY ROAD BB, MARSHFIELD, WI 54449",10/20/2020,10/29/2020,NULL,,NULL,NULL,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,8:00 AM,4:30 PM,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,6:00 PM,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,4:30 PM,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,8:00 AM,4:30 PM,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,3:00 PM,
,,TOWN OF CAMPBELL - LA CROSSE COUNTY,In-Person Absentee Voting Site,Town Hall,"2219 BAINBRIDGE ST, LA CROSSE, WI 54603-1356",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,5:00 PM,
,,TOWN OF CARLTON - KEWAUNEE COUNTY,In-Person Absentee Voting Site,Town Hall,"N1296 TOWN HALL RD, KEWAUNEE, WI 54216-9356",10/24/2020,10/24/2020,"[-1,757580005,-1]",Saturday,8:00 AM,12:00 PM,photo ID required stay in car beep horn and Clerk will bring ballot to car. 
,,TOWN OF CARLTON - KEWAUNEE COUNTY,In-Person Absentee Voting Site,Town Hall,"N1296 TOWN HALL RD, KEWAUNEE, WI 54216-9356",10/24/2020,10/24/2020,"[-1,757580005,-1]",Saturday,8:00 AM,12:00 PM,photo ID required stay in car beep horn and Clerk will bring ballot to car. 
,,TOWN OF CARLTON - KEWAUNEE COUNTY,By Clerk Appointment,Town Hall,"N890 TOWN HALL RD, KEWAUNEE, WI 54216-9348",10/21/2020,11/1/2020,NULL,,NULL,NULL,8:oo A.M. until 5:00 P.M.
,,TOWN OF CARSON - PORTAGE COUNTY,In-Person Absentee Voting Site,Town Clerk's Office,"5286 LONE ELM RD, JUNCTION CITY, WI 54443-9406",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,757580005,757580006,757580007,757580008,757580009,-1]",All Days,All Day,All Day,or call for appointment - 715-457-2170
,,TOWN OF CARSON - PORTAGE COUNTY,In-Person Absentee Voting Site,Town Clerk's Office,"5286 LONE ELM RD, JUNCTION CITY, WI 54443-9406",10/20/2020,11/1/2020,"[-1,757580006,-1]",Sunday,1:00 PM,3:00 PM,or call for appointment - 715-457-2170
,,TOWN OF CARSON - PORTAGE COUNTY,In-Person Absentee Voting Site,TOWN HALL,"3756 COUNTY ROAD M, STEVENS POINT, WI 54481",10/25/2020,10/25/2020,"[-1,757580006,-1]",Sunday,1:00 PM,3:00 PM,
,,TOWN OF CARSON - PORTAGE COUNTY,In-Person Absentee Voting Site,TOWN HALL,"3756 COUNTY ROAD M, STEVENS POINT, WI 54481",11/1/2020,11/1/2020,"[-1,757580006,-1]",Sunday,1:00 PM,3:00 PM,
,,TOWN OF CASCO - KEWAUNEE COUNTY,By Clerk Appointment,Municipal Clerk's Home,"N6884 COUNTY ROAD C, CASCO, WI 54205-9703",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,TOWN OF CASSEL - MARATHON COUNTY,In-Person Absentee Voting Site,Town of Cassel,"222901 COUNTY ROAD S, MARATHON, WI 54448",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,757580005,757580006,757580007,757580008,757580009,-1]",All Days,8:00 AM,8:00 PM,Please call for an appointment
,,TOWN OF CASSVILLE - GRANT COUNTY,By Clerk Appointment,Township Hall Appointment Only,"215 DES MOINES ST, CASSVILLE, WI 53806",10/20/2020,10/30/2020,NULL,,NULL,NULL,Monday - Sunday Appointment only. Please call 608 778 2001 to set up an Appointment.
,,TOWN OF CASTLE ROCK - GRANT COUNTY,By Clerk Appointment,Appointment Only,"2081 WITEK RD, MUSCODA, WI 53573-9455",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,5:00 PM,Voter may drop off ballot after calling ahead.
,,TOWN OF CATAWBA - PRICE COUNTY,By Clerk Appointment,Clerk's Home,"N3605 COUNTY ROAD O, CATAWBA, WI 54515-9319",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,6:00 PM,Drive thru available. Please call ahead.
,,TOWN OF CEDAR LAKE - BARRON COUNTY,By Clerk Appointment,By Appointment Voting,"2706 27TH AVE, MIKANA, WI 54857",10/20/2020,10/31/2020,"[-1,757580007,-1]",All Days,All Day,All Day,WITNESSING AVAILABLE AT THIS SITE
,,TOWN OF CEDARBURG - OZAUKEE COUNTY,In-Person Absentee Voting Site,Cedarburg Town Hall,"1293 WASHINGTON AVE, CEDARBURG, WI 53012-9304",10/20/2020,10/30/2020,NULL,,NULL,NULL,"In-Person Absentee Voting will take place for Town of Cedarburg residents at Town Hall located at 1293 Washington Avenue starting Tuesday, October 20th and running through Friday, October 30th. Hours of operation will be from 8:00 am to 4:30 pm everyday with the exception of October 30th, where hours will be extended to 5:00 pm. No weekend voting will be held."
,,TOWN OF CENTER - OUTAGAMIE COUNTY,By Clerk Appointment,Town of Center Hall,"N3990 STATE ROAD 47, APPLETON, WI 54913",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,6:00 PM,
