Municipality,HINDI,Website,Updated,Clerk,Deputy_Clerk,Address,Address_Mailing,Phone_1,Fax
VILLAGE OF POTOSI GRANT COUNTY,22172,NA,4/29/2019,JESSIE GAVINSKI,NA,"105 N MAIN ST, POTOSI, WI 53820-9709","PO BOX 45, POTOSI, WI 53820- 0045",608-763-2261,608-763-2537
VILLAGE OF TENNYSON - GRANT COUNTY,22186,NA,7/25/2017,LYNN YAGER,NA,"101 BUNKER HILL ST, POTOSI, WI 53820-9656","PO BOX 172, POTOSI, WI 53820 -0172",608-763-2912,NA
VILLAGE OF WOODMAN - GRANT COUNTY,22191,NA,4/16/2019,KELLY CONLEY,NA,"301 SPENCER STREET, WOODMAN, WI 53827",NA,608-533-2800,NA
CITY OF BOSCOBEL GRANT COUNTY,22206,http://www.boscobelwisconsin.com,5/2/2019,MISTY MOLZOF,LINDA HANEY,"1006 WISCONSIN AVE, BOSCOBEL, WI 53805-1532",NA,608-375-5001,608-375-4750
CITY OF CUBA CITY MULTIPLE COUNTIES,22211,http://cubacity.org,12/28/2017,JILL M HILL,REBECCA WALLENHORST,"108 N MAIN ST, CUBA CITY, WI 53807-1538",NA,608-744-2152,608-744-2151
CITY OF FENNIMORE GRANT COUNTY,22226,https://www.fennimore.com/,5/2/2019,DEBI JOY HEISNER,LYNN GILKES,"850 LINCOLN AVE, FENNIMORE, WI 53809-1538",NA,608-822-6119,608-822-6007
CITY OF LANCASTER GRANT COUNTY,22246,http://www.lancasterwisconsin.com,1/3/2018,DAVID A. KURIHARA,AJA TAYLOR,"206 S MADISON ST, LANCASTER, WI 53813-1762","206 S MADISON ST, LANCASTER, WI 53813-1762",608-723-7445,608-723-4789
CITY OF PLATTEVILLE GRANT COUNTY,22271,https://www.platteville.org/,7/25/2019,CANDACE M KLAAS,COLETTE STEFFEN,"75 N BONSON ST, PLATTEVILLE, WI 53818-2502","PO BOX 780, PLATTEVILLE, WI 53818-0780",608-348-1823,608-348-7812
TOWN OF ADAMS GREEN COUNTY,23002,NA,9/23/2019,MARGO MCMICKEN,NA,"N5705 BIGGS RD, ARGYLE, WI 53504","PO BOX 424, ARGYLE, WI 53504 -0424",608-293-1305,NA
TOWN OF ALBANY GREEN COUNTY,23004,http://townofalbany.com,11/2/2018,BONNIE ZEE,NA,"N6065 COUNTY ROAD E, ALBANY, WI 53502-9524","N5006 COUNTY ROAD F, ALBANY, WI 53502-9719",608-862-3322,NA
TOWN OF BROOKLYN GREEN COUNTY,23006,http://townofbrooklyn.org,1/9/2020,CHRIS GALLAGHER,NA,"400 W MAIN ST, BROOKLYN, WI 53521-9759",NA,608-455-6411,NA
TOWN OF CADIZ GREEN COUNTY,23008,NA,6/4/2018,KAREN SIGNER,NA,"W8445 COUNTY ROAD B, BROWNTOWN, WI 53522",NA,608-558-9910,NA
TOWN OF CLARNO GREEN COUNTY,23010,NA,12/20/2017,JAMES RUTLEDGE,CAROL MAVEUS,"W6126 COUNTY ROAD B, MONROE, WI 53566","W6764 COUNTY ROAD B, MONROE, WI 53566-9745",608-325-3455,NA
TOWN OF DECATUR GREEN COUNTY,23012,https://townofdecatur.com/,1/9/2020,JAMIE E OLSON,ANN L SCHWARTZ,"1408 14TH ST, BRODHEAD, WI 53520-1659","PO BOX 333, BRODHEAD, WI 53520-0333",608-897-4965,608-897-1965
TOWN OF EXETER GREEN COUNTY,23014,http://townofexeter.com,11/27/2019,DAWN MARIE SASS,NA,"W2998 STATE ROAD 92, BELLEVILLE, WI 53508-9643",NA,608-424-1697,608-424-0069
TOWN OF JEFFERSON GREEN COUNTY,23016,NA,12/20/2017,AMY MCCULLOUGH,NA,"N2350 COUNTY RD S, JUDA, WI 53550-9517","PO BOX 32, JUDA, WI 53550- 0032",608-934-5255,608-934-5255
TOWN OF JORDAN GREEN COUNTY,23018,NA,11/2/2018,BILLIE J REYNOLDS,NA,"W8495 STATE ROAD 81, ARGYLE, WI 53504-9629","N3288 LOOP RD, MONROE, WI 53566-9231",608-325-5593,NA
TOWN OF MONROE GREEN COUNTY,23020,http://www.monroetownship.info/,12/8/2017,PEGGY MURPHY,NA,"N3302 MONROE RD, MONROE WI 53566","W5445 CENTER ROAD, MONROE, WI 53566",608-558-6821,NA
TOWN OF MOUNT PLEASANT - GREEN,23022,http://www.townofmtpleasantwi.com,1/5/2018,JONI WAELCHLI-BUEHL,NA,"W4876 COUNTY ROAD C, COUNTY MONTICELLO, WI 53570-9606","N6903 MARSHALL BLUFF RD, MONTICELLO, WI 53570-9728",608-938-4657,NA
TOWN OF NEW GLARUS - GREEN COUNTY,23024,https://townofnewglarus.com/,1/9/2018,PATRICIA I SALTER,NA,"26 5th Ave, NEW GLARUS, WI 53574-9311","PO BOX 448, NEW GLARUS, WI 53574-0448",608-527-2390,608-527-3390
TOWN OF SPRING GROVE - GREEN,23026,http://www.townofspringgrove.com,6/19/2018,DEBRA CLINE,NA,"N2475 COUNTY GG, COUNTY BRODHEAD, WI 53520",NA,608-897-4643,608-897-4643
TOWN OF SYLVESTER GREEN COUNTY,23028,NA,5/17/2019,LYNN LOKKEN,NA,"N4505 STATE ROAD 59, MONROE, WI 53566-9424","N3384 MON-SYL ROAD, MONROE, WI 53566-9424",608-325-7538,NA
TOWN OF WASHINGTON - GREEN COUNTY,23030,NA,3/15/2019,JANET CARLEY,NA,"W6113 COUNTY ROAD C, MONTICELLO, WI 53570","N5221 OLD MILL CT, MONTICELLO, WI 53570-9577",608-328-2331,NA
TOWN OF YORK GREEN COUNTY,23032,https://www.townofyork.org/,12/6/2019,HEIDI HANKLEY,NA,"N8105 POSTVILLE RD, BLANCHARDVILLE, WI 53516","N7968 GOULD HILL RD, BLANCHARDVILLE, WI 53516",608-523-4095,NA
VILLAGE OF ALBANY GREEN COUNTY,23101,http://www.albanywi.org,5/8/2019,LAURIE K KEEPERS,MICHELLE BREWER,"206 N WATER ST, ALBANY, WI 53502-9430",NA,608-862-3240,608-862-1539
VILLAGE OF BROWNTOWN - GREEN,23110,http://www.browntown.us,11/17/2017,DONNA R WYSS,NA,"110 S MILL ST, BROWNTOWN, COUNTY WI 53522-9540","110 S MILL ST, BROWNTOWN, WI 53522-9540",608-966-3299,608-966-3299
VILLAGE OF MONTICELLO - GREEN,23151,https://vi.monticello.wi.us/,9/6/2019,ANN GOERS,NA,"140 N MAIN ST, MONTICELLO, COUNTY WI 53570-9809","PO BOX 147, MONTICELLO, WI 53570-0147",608-938-4383,608-938-4352
VILLAGE OF NEW GLARUS - GREEN,23161,http://www.newglarusvillage.com,11/2/2017,LYNNE ERB,WENDY TSCHUDY,"319 2ND ST, NEW GLARUS, WI 53574-9338","PO BOX 399, NEW GLARUS, WI 53574-0399",608-527-2510,608-527-6630
CITY OF BRODHEAD MULTIPLE COUNTIES,23206,http://www.cityofbrodheadwi.us,1/19/2018,TERESA WITHEE,KERI MILLER,"1111 E 2ND AVE, BRODHEAD, WI 53520-1426","PO BOX 168, BRODHEAD, WI 53520-0168",608-897-4018 EXT 150,608-897-3035
CITY OF MONROE GREEN COUNTY,23251,http://cityofmonroe.org/,10/16/2019,BRITTNEY RINDY,DARCI BOLL,"1110 18TH AVE, MONROE, WI 53566-1850",NA,608-329-2530,608-329-2561
TOWN OF BERLIN GREEN LAKE COUNTY,24002,NA,3/19/2019,BRENDA MURKLEY,NA,"N9291 WILLARD RD, BERLIN, WI 54923-9488","PO BOX 5, BERLIN, WI 54923 Phone 1: 920-361-4717",920-361-4717,920-361-4717
TOWN OF BROOKLYN GREEN LAKE COUNTY,24004,https://townofbrooklyn.com/,4/4/2018,MARIAN MILDEBRANDT,KATHLEEN MORRIS,"N5988 COUNTY ROAD A, GREEN LAKE, WI 54941-8624",NA,920-748-3320,920-294-6698
TOWN OF GREEN LAKE GREEN LAKE COUNTY,24006,http://www.townofgreenlake.com,4/30/2019,JEANNE GRAFF,NA,"N4454 HORNER RD, MARKESAN, WI 53946","W2858 WICK ROAD, MARKESAN, WI 53946",920-807-4645,NA
TOWN OF KINGSTON GREEN LAKE COUNTY,24008,NA,5/30/2019,SONIA ROBSON,NA,"W6408 E PINE ST, DALTON, WI 53926-9375","W6863 E PINE ST, DALTON, WI 53926",920-394-2208,920-394-2228
TOWN OF MACKFORD GREEN LAKE COUNTY,24010,NA,1/19/2018,SANDY JAMES,NA,"N2270 COUNTY ROAD A, MARKESAN, WI 53946-8422","W394 COUNTY RD S, MARKESAN, WI 53946-8443",920-398-2693,NA
TOWN OF MANCHESTER - GREEN LAKE COUNTY,24012,NA,6/20/2018,CORRINE KRUEGER,NA,"W2715 COUNTY RD S, MARKESAN, WI 53946-7224","W2715 COUNTY RD S, MARKESAN, WI 53946-7224",920-324-3537,920-324-2378
TOWN OF MARQUETTE GREEN LAKE COUNTY,24014,NA,1/11/2019,SUE LEAHY,SUE GIESE,"306 Lyons St, Markesan, WI 53946",NA,920-394-2227,NA
TOWN OF PRINCETON GREEN LAKE COUNTY,24016,http://www.princeton.govoffice2.com,12/20/2017,JILL BARTOL,NA,"N5871 COUNTY ROAD D, PRINCETON, WI 54968-8530","W5201 OXBOW TRL, PRINCETON, WI 54968-8383",920-295-2067,NA
TOWN OF ST. MARIE GREEN LAKE COUNTY,24018,NA,11/2/2017,JOAN BECK,NA,"W3393 COUNTY ROAD CC, PRINCETON, WI 54968-8819","W3394 COUNTY ROAD CC, PRINCETON, WI 54968-8820",920-294-6493,NA
TOWN OF SENECA GREEN LAKE COUNTY,24020,NA,2/8/2018,JOANNE L KEMPF,NA,"W3102 COUNTY ROAD F, BERLIN, WI 54923-8710","W4554 COUNTY ROAD E, BERLIN, WI 54923-8745",920-570-2871,NA
VILLAGE OF KINGSTON GREEN LAKE COUNTY,24141,NA,6/20/2018,KATHY JEROME,NA,"105 W ANN ST, KINGSTON, WI 53939","PO BOX 193, KINGSTON, WI 53939-0193",920-394-3309,920-394-3306
VILLAGE OF MARQUETTE - GREEN,24154,https://villageofmarquette.com/,1/14/2020,DEBORAH FLAGEL,NA,"127 E 4TH ST, MARQUETTE, LAKE COUNTY WI 53947","PO BOX 61, MARQUETTE, WI 53947-0061",920-394-9631,NA
CITY OF BERLIN MULTIPLE COUNTIES,24206,http://cityofberlin.net,3/11/2019,JODIE OLSON,MIDGE SEAMAN,"108 N CAPRON ST, BERLIN, WI 54923-1512","PO BOX 272, BERLIN, WI 54923- 0272",920-361-5400,920-361-5454
CITY OF GREEN LAKE GREEN LAKE COUNTY,24231,https://cityofgreenlake.com/,5/3/2019,BARBARA L DUGENSKE,KERI A HARKE,"534 MILL ST, GREEN LAKE, WI 54941-9576","PO BOX 216, GREEN LAKE, WI 54941-0216",920-294-6912,920-294-0989
CITY OF MARKESAN GREEN LAKE COUNTY,24251,http://www.markesanwi.gov,3/8/2018,ELIZABETH AMEND,RACHEL HEILING,"150 S BRIDGE ST, MARKESAN, WI 53946-8045","PO BOX 352, MARKESAN, WI 53946-0352",920-398-3031,920-398-3991
CITY OF PRINCETON GREEN LAKE COUNTY,24271,https://www.cityofprincetonwi.com/,6/19/2018,MARY LOU NEUBAUER,CHERYLE NICKEL,"531 S FULTON ST, PRINCETON, WI 54968-8928","PO BOX 53, PRINCETON, WI 54968-0053",920-295-6612,920-295-3441
TOWN OF ARENA COUNTY,25002,http://townofarena.com/,11/7/2019,KARI LEGLER,NA,"148 STATE HWY, ARENA, WI 53503","PO BOX 126, ARENA, WI 53503- 0126",608-753-2185,NA
TOWN OF BRIGHAM IOWA COUNTY,25004,http://brighamtown.com,4/22/2019,MEGAN MIEDEN,NA,"407 BUSINESS ID, BARNEVELD, WI 53507",NA,608-924-1013,608-924-1345
TOWN OF CLYDE COUNTY,25006,https://townofclyde.wordpress.com/,5/28/2019,DEANNA BRENNUM,NA,"6281 STATE ROAD 130, AVOCA, WI 53506-9516",NA,608-487-0795,NA
TOWN OF DODGEVILLE IOWA COUNTY,25008,http://www.townofdodgeville.com,1/19/2018,SARA J OLSON,NA,"108 E LEFFLER ST, DODGEVILLE, WI 53533-2114",NA,608-935-5808,608-208-9170
TOWN OF EDEN COUNTY,25010,NA,4/1/2019,ANDREW BISHOP,NA,"302 DIVISION ST, COBB, WI 53526-9676",NA,608-574-5584,NA
TOWN OF HIGHLAND IOWA COUNTY,25012,NA,5/24/2019,LOIS NANKEE,NA,"844 MAIN ST, HIGHLAND, WI 53543-9214","5705 COUNTY ROAD P, HIGHLAND, WI 53543-9214",608-929-7648,NA
TOWN OF LINDEN IOWA COUNTY,25014,NA,11/7/2019,SAM PALZKILL,NA,"332 CHURCH ST, LINDEN, WI 53553-9784","PO BOX 446, LINDEN, WI 53553- 0446",608-987-1166,NA
TOWN OF MIFFLIN IOWA COUNTY,25016,NA,4/26/2019,TAMMY MCFALL,NA,"1098 CHURCH ST, REWEY, WI 53580-9632","1000 LOWER MIFFLIN RD, REWEY, WI 53580-9632",608-943-6894,608-943-6049
TOWN OF MINERAL POINT - IOWA COUNTY,25018,NA,11/2/2018,DEBI J HEISNER,NA,"4070 STATE ROAD 39, MINERAL POINT, WI 53565-8836","4946 SUNNY RIDGE RD, MINERAL POINT, WI 53565-8815",608-574-5360,NA
TOWN OF MOSCOW IOWA COUNTY,25020,NA,4/25/2019,MARY KOLB,NA,"895 COUNTY ROAD F, HOLLANDALE, WI 53544","7476 COUNTY ROAD DD, BLANCHARDVLLE, WI 53516-9117",608-523-1381,608-523-1381
TOWN OF PULASKI IOWA COUNTY,25022,NA,6/4/2019,DIANA MICHEK,NA,"1727 CLYDE ST, AVOCA, WI 53506","6619 COUNTY ROAD P, MUSCODA, WI 53573-9325",608-739-4153,NA
TOWN OF RIDGEWAY IOWA COUNTY,25024,https://townofridgeway.org/,9/17/2019,NANCY PARKOS,NA,"6300 TOWN HALL RD, RIDGEWAY, WI 53582-9686",NA,608-924-2247,608-924-2247
TOWN OF WALDWICK IOWA COUNTY,25026,NA,4/25/2019,MICHAEL DOYLE,NA,"6308 STATE ROAD 39, MINERAL POINT, WI 53565-8873","5674 STATE ROAD 39, MINERAL POINT, WI 53565-8873",608-987-3695,NA
TOWN OF WYOMING IOWA COUNTY,25028,NA,1/19/2018,MARY LLOYD-JONES,NA,"6424 STATE ROAD 23, SPRING GREEN, WI 53588-8904","PO BOX 1013, SPRING GREEN, WI 53588-1013",608-588-9000,NA
VILLAGE OF ARENA IOWA COUNTY,25101,http://www.villageofarena.net/,1/9/2020,DANEAN NAEGER,NA,"345 WEST ST, ARENA, WI 53503-9613",NA,608-753-2133,608-753-2851
VILLAGE OF AVOCA IOWA COUNTY,25102,https://villageofavoca.com/,11/7/2019,SUSIE ZIEBARTH,NA,"401 WISCONSIN ST, AVOCA, WI 53506-9709",NA,608-532-6831,608-532-6340
VILLAGE OF BARNEVELD - IOWA,25106,http://barneveldwi.com,2/1/2017,MICHELLE WALKER,JEAN ANN SWENSON,"403 EAST COUNTY HIGHWAY ID, BARNEVELD, WI 53507","403 EAST COUNTY HIGHWAY ID, BARNEVELD, WI 53507",608-924-6861,608-924-3056
VILLAGE OF COBB IOWA COUNTY,25111,https://villageofcobb.com/,4/25/2019,LORI L BREIWA,NA,"501 BENSON ST, COBB, WI 53526-9689","PO BOX 158, COBB, WI 53526- 0158",608-623-2777,608-623-2777
VILLAGE OF HIGHLAND IOWA COUNTY,25136,http://www.villageofhighland.net,12/20/2017,BECKY FREDERICKS,NA,"530 MAIN ST, HIGHLAND, WI 53543-9779","PO BOX 284, HIGHLAND, WI 53543-0284",608-929-7781,608-929-7007
VILLAGE OF HOLLANDALE - IOWA,25137,NA,10/24/2017,HOLLY DEWITT,NA,"200 5TH AVE, HOLLANDALE, COUNTY WI 53544","PO BOX 55, HOLLANDALE, WI 53544-0055",608-967-2600,608-967-2600
VILLAGE OF LINDEN IOWA COUNTY,25146,NA,4/25/2019,SHELLY BULL,NA,"444 JEFFERSON ST, LINDEN, WI 53553","PO BOX 469, LINDEN, WI 53553- 0469",608-623-2800,608-623-3006
VILLAGE OF REWEY IOWA COUNTY,25176,NA,1/10/2020,DEANN M MOON,NA,"218 WEST ST, REWEY, WI 53580","PO BOX 33, REWEY, WI 53580- 0033",608-943-6161,608-943-6161
VILLAGE OF RIDGEWAY - IOWA COUNTY,25177,https://villageofridgeway.com/,1/7/2020,HAILEY ROESSLER,NA,"113 DOUGHERTY CT, RIDGEWAY, WI 53582-9778",NA,608-924-5881,888-275-8057
CITY OF DODGEVILLE IOWA COUNTY,25216,http://www.cityofdodgeville.com,11/2/2018,LISA A RILEY,JULIE A ABING,"100 E FOUNTAIN ST, DODGEVILLE, WI 53533-1750",NA,608-930-5228,608-930-3520
CITY OF MINERAL POINT - IOWA COUNTY,25251,https://mineralpoint.net/,12/26/2019,CANDICE COUGHLIN,CHRISTY SKELDING,"137 HIGH ST STE 1, MINERAL POINT, WI 53565-1387",NA,608-987-2361,608-987-3885
TOWN OF ANDERSON IRON COUNTY,26002,NA,11/2/2017,KRISTIN BJORK,NA,"10886 N HWY 122, UPSON WI 54565","PO BOX 46, UPSON, WI 54565- 0046",715-561-4645,NA
TOWN OF CAREY COUNTY,26004,NA,10/23/2019,TORI ASCHEBROCK,NA,"12005 N HAKALA RD, HURLEY, WI 54534-9210","12005N HAKALA RD, HURLEY, WI 54534",715-476-2275,715-476-2275
TOWN OF GURNEY IRON COUNTY,26006,NA,11/2/2018,DENYS VARGOVICH,NA,"10610 W OLD HIGHWAY 10 RD, GURNEY, WI 54559-9329",NA,715-893-2307,NA
TOWN OF KIMBALL IRON COUNTY,26008,NA,11/2/2017,IRENE SALZMANN,NA,"7744W W NORTH DR, SAXON, WI 54559","7744 W NORTH DR, SAXON, WI 54559-9402",715-893-2469,NA
TOWN OF KNIGHT IRON COUNTY,26010,NA,11/2/2018,KELLY JO GARRO,NA,"11778 JOHNSON ST, IRON BELT, WI 54536",NA,715-561-2091,715-561-2091
TOWN OF MERCER IRON COUNTY,26012,http://townofmercer.com/,1/3/2020,DEBBIE HOHNER,NA,"2657 W RAILROAD ST, MERCER, WI 54547","PO BOX 149, MERCER, WI 54547-0149",715-476-2403,715-476-9152
TOWN OF OMA COUNTY,26014,NA,1/5/2018,DENISE SCHMITZ-ENKING,NA,"11336 N CENTER DR, HURLEY, WI 54534-9302",NA,715-561-4704,NA
TOWN OF PENCE COUNTY,26016,NA,11/2/2018,LORI GENISOT,NA,"139 WISCONSIN AVE, MONTREAL, WI 54550-9770",NA,715-561-3306,NA
TOWN OF SAXON COUNTY,26018,NA,6/19/2018,KATHRYN BRAUER,NA,"14280 CHURCH ST, SAXON, WI 54559-0116",NA,715-893-2226,NA
TOWN OF SHERMAN IRON COUNTY,26020,http://www.townofsherman.net,1/19/2018,AMY SLONE,TRACY MURRIN,"3063 W STATE HIGHWAY 182, PARK FALLS, WI 54552-9259",NA,715-583-4422,715-583-4422
CITY OF HURLEY COUNTY,26236,http://hurleywi.org,11/2/2017,STACEY WIERCINSKI,KATHLEEN BYRNS,"405 5TH AVE N, HURLEY, WI 54534-1178","405 5TH AVE S, HURLEY, WI 54534",715-561-4715,715-561-2354
CITY OF MONTREAL IRON COUNTY,26251,http://www.montrealwis.com/,1/5/2018,SUSAN LESKY,NA,"54 WISCONSIN AVE, MONTREAL, WI 54550-9704",NA,715-561-4955,715-561-4964
TOWN OF ADAMS JACKSON COUNTY,27002,NA,11/2/2018,DALE ANN BOHAC,NA,"N7370 US HIGHWAY 12/27, BLACK RIVER FALLS, WI 54615-5639","W11353 SPAULDING RD, BLK RIVER FLS, WI 54615-5639",715-284-8759,NA
TOWN OF ALBION JACKSON COUNTY,27004,https://townofalbionjacksoncounty.com/,5/22/2019,JOAN HANSON,NA,"N5740 STATE HIGHWAY 54, BLK RIVER FLS, WI 54615-5920","N5813 SQUAW CREEK ROAD, BLK RIVER FLS, WI 54615",715-284-4184,NA
TOWN OF ALMA JACKSON COUNTY,27006,NA,1/19/2018,DONALD FORSTING,NA,"142 W CLARK STREET, ALMA CENTER, WI 54611-8515","N8880 N CASPER RD, ALMA CENTER, WI 54611-8515",715-964-2311,NA
TOWN OF BEAR BLUFF JACKSON COUNTY,27008,NA,11/2/2018,JUDY K POTTER,NA,"W919 COUNTY ROAD HH, WARRENS, WI 54666","W1703 CRAMPTON RD, WARRENS, WI 54666-8108",608-378-4710,NA
TOWN OF BROCKWAY JACKSON COUNTY,27010,NA,1/23/2020,JANN DAHL,NA,"236 GEBHARDT RD, BLK RIVER FLS, WI 54615-9143","PO BOX 484, BLK RIVER FLS, WI 54615-0484",715-284-5234,715-284-9321
TOWN OF CITY POINT JACKSON COUNTY,27012,NA,3/18/2019,AMY BARTLETT,TINA ELLIS COYLE,"W1364 OLD HIGHWAY 54, PITTSVILLE, WI 54466-9126","W1117 RESHEL ROAD, PITTSVILLE, WI 54466-9128",715-896-7595,NA
TOWN OF CLEVELAND JACKSON COUNTY,27014,http://www.townofcleveland.org,11/7/2017,KIMBERLY SORENSON,NA,"N13698 TOWN HALL ROAD, FAIRCHILD, WI 54741-8804","W14427 OLD HIGHWAY 10, FAIRCHILD, WI 54741-8824",715-334-2535,NA
TOWN OF CURRAN JACKSON COUNTY,27016,NA,1/5/2018,MICHELLE SCHWENNEKER,NA,"W15204 STATE ROAD 95, TAYLOR, WI 54659-8102","N9526 HAGEN DR, HIXTON, WI 54635-9608",715-984-2538,866-468-6405
TOWN OF FRANKLIN JACKSON COUNTY,27018,NA,1/26/2018,BREE LIEN,NA,"W16177 County Road C, Taylor, WI 54659",NA,608-525-3004,608-525-3004
TOWN OF GARDEN VALLEY - JACKSON,27020,NA,1/19/2018,KATHY LEIS,NA,"W13760 STATE ROAD 121, COUNTY ALMA CENTER, WI 54611-8204",NA,715-797-9636,NA
TOWN OF GARFIELD JACKSON COUNTY,27022,http://www.townofgarfieldwi.com,8/14/2018,ARDY ROBERTSON,NA,"W15974 COUNTY ROAD B, OSSEO, WI 54758","N14438 VALLEYBROOK LN, OSSEO, WI 54758-7854",715-533-0661,NA
TOWN OF HIXTON JACKSON COUNTY,27024,NA,11/2/2017,RUTH CASPER,ALICE STATZ,"W13298 SAND PRAIRIE RD N, HIXTON, WI 54635-8626","W13586 SHADY GLEN RD, HIXTON, WI 54635-8729",715-963-4708,NA
TOWN OF IRVING JACKSON COUNTY,27026,NA,1/6/2020,CATHY HART,NA,"N3291 NICHOLS RD, BLACK RIVER FALLS, WI 54615","N3902 COUNTY ROAD X, BLK RIVER FLS, WI 54615-5239",715-284-5519,NA
TOWN OF KNAPP JACKSON COUNTY,27028,NA,2/26/2019,DAWN LINDER,NA,"N3931 COUNTY HIGHWAY O, WARRENS, WI 54666","W4565 YONKER ROAD, WARRENS, WI 54666",608-343-3233,NA
TOWN OF KOMENSKY JACKSON COUNTY,27030,NA,11/2/2018,ALINA LIMBERG,NA,"W9680 EVERGREEN LN, MERRILLAN, WI 54754-8000",NA,715-333-2502,NA
TOWN OF MANCHESTER - JACKSON COUNTY,27032,http://www.manchesterwi.com,12/26/2019,JACQUE HANSON,NA,"W9757 COUNTY ROAD O, BLK RIVER FLS, WI 54615-6818","N4898 ROBINSON ROAD, BLACK RIVER FALLS, WI 54615",715-896-4425,NA
TOWN OF MELROSE JACKSON COUNTY,27034,NA,12/28/2017,KIMBERLY K TORRES,MARY JOHNSON,"N1701 NORTH RD, MELROSE, WI 54642-8210","N1307 SOUTH RD, MELROSE, WI 54642-8208",608-387-2008,608-284-7153
TOWN OF MILLSTON JACKSON COUNTY,27036,http://www.millston.org,1/19/2018,DAWN M WOJTYLA,NA,"W6665 BERRY ST, MILLSTON, WI 54643","W6530 WOODLAND RD, BLK RIVER FLS, WI 54615",715-299-6368,NA
TOWN OF NORTH BEND - JACKSON COUNTY,27038,NA,1/19/2018,SARAH HENDERSON,NA,"N631 N Bend Dr, Melrose, WI 54642-8443","W20615 McKeeth Dr, Galesville, WI 54630",608-317-8325,NA
TOWN OF NORTHFIELD JACKSON COUNTY,27040,NA,3/8/2018,SHARON SEVERSON,NA,"N10752 SCHOOL HOUSE RD, NORTHFIELD, WI 54635-8416","W16002 GILBERTSON RD, OSSEO, WI 54758-7822",715-202-0437,NA
TOWN OF SPRINGFIELD - JACKSON COUNTY,27042,NA,3/8/2018,SUSAN WALDERA,NA,"N6495 COUNTY RD N, TAYLOR, WI 54659-8214","N6062 N SKUTLEY RD, TAYLOR, WI 54659-8406",715-662-2661,NA
VILLAGE OF ALMA CENTER - JACKSON,27101,http://villageofalmacenter.com,1/9/2018,CLAUDIA FIELDS,HEATHER CUMMINGS,"200 N CHURCH ST, ALMA CENTER, WI 54611-7713","PO BOX 96, ALMA CENTER, WI 54611-0096",715-964-7211,715-964-7211
VILLAGE OF HIXTON JACKSON COUNTY,27136,https://villageofhixton.com/,7/17/2019,LAURIE A MUELLER,KAREN BROWN,"145 E MAIN ST, HIXTON, WI 54635-9794","PO BOX 127, HIXTON, WI 54635- 0127",715-963-3732,715-963-9102
VILLAGE OF MELROSE JACKSON COUNTY,27151,http://www.melrosewi.com,8/29/2018,CASIE RENNING,NA,"112 NORTH WASHINGTON STREET, MELROSE, WI 54642","P.O. BOX 117, MELROSE, WI 54642",608-488-3191,608-396-3192
VILLAGE OF MERRILLAN - JACKSON COUNTY,27152,http://merrillan.net,11/30/2017,PENNY DANIELSON,NA,"101 S MAIN ST, MERRILLAN, WI 54754-5006","PO BOX 70, MERRILLAN, WI 54754-0070",715-333-2332,715-333-2056
VILLAGE OF TAYLOR JACKSON COUNTY,27186,NA,11/2/2017,WENDY BUE,ERICA KRAEMER,"420 2ND ST, TAYLOR, WI 54659","PO BOX 130, TAYLOR, WI 54659 -0130",715-662-3404,715-662-2034
CITY OF BLACK RIVER FALLS - JACKSON,27206,https://www.blackriverfalls.com/,1/22/2019,A. BRAD CHOWN,RHONDA J AMMANN,"101 S 2ND ST, BLK RIVER FLS, WI 54615-1725",NA,715-284-5514,715-284-1777
TOWN OF AZTALAN JEFFERSON COUNTY,28002,NA,12/4/2019,MEGAN DUNNEISEN,NA,"W6260 COUNTY ROAD B, JEFFERSON, WI 53549-9637","N5744 ZIEBELL ROAD, JEFFERSON, WI 53549",920-728-3572,NA
TOWN OF COLD SPRING - JEFFERSON COUNTY,28004,NA,3/15/2019,LISA GRIEP,NA,"N1409 FREMONT RD, WHITEWATER, WI 53190-2921","W3497 VANNOY DR, WHITEWATER, WI 53190-3005",262-473-6228,262-473-4529
TOWN OF CONCORD JEFFERSON COUNTY,28006,http://www.concordwisconsin.org,5/6/2019,BRIAN F NEUMANN,NA,"W1095 CONCORD CENTER DR, SULLIVAN, WI 53178-9730","N6830 COUNTY RD E, OCONOMOWOC, WI 53066-9017",414-534-4220,262-593-8060
TOWN OF FARMINGTON - JEFFERSON COUNTY,28008,NA,11/2/2017,TAMI LATSCH,NA,"N6468 S FARMINGTON RD, WATERTOWN, WI 53094","W3157 BAKERTOWN RD, HELENVILLE, WI 53137-9743",920-699-2348,920-699-5027
TOWN OF HEBRON JEFFERSON COUNTY,28010,NA,1/5/2018,KATHY A GROSS,NA,"N2313 COUNTY ROAD D, FORT ATKINSON, WI 53538-9624","N1986 FROMMADER RD, FORT ATKINSON, WI 53538-9689",262-593-2387,262-593-2004
TOWN OF IXONIA JEFFERSON COUNTY,28012,http://www.townofixonia.com,1/19/2018,NANCY ZASTROW,JODI JAEGER,"W1195 MARIETTA AVE, IXONIA, WI 53036-9748","PO BOX 109, IXONIA, WI 53036- 0109",920-261-1588,920-261-8988
TOWN OF JEFFERSON JEFFERSON COUNTY,28014,http://townofjefferson.com,11/2/2017,TINA BARNES,NA,"434 S COUNTY ROAD Y, JEFFERSON, WI 53549-9567","W7002 COUNTY ROAD J, JEFFERSON, WI 53549-9427",920-674-5073,NA
